,price,host_acceptance_rate,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,instant_bookable,host_total_listings_count,accommodates,bathrooms,beds,review_scores_rating,room_type,neighbourhood,rating_range
1471,1300.0,0.8,1.0,f,t,t,f,3,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
1472,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1473,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1474,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Yau Tsim Mong,
1475,1357.0,,1.0,f,t,t,t,4,6,3.0,3.0,4.91,Entire home/apt,Wan Chai,"[4,5]"
1476,180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
1477,1268.0,0.5,1.0,f,t,t,f,1,6,2.0,2.0,4.92,Shared room,Sha Tin,"[4,5]"
1478,342.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,4.0,Entire home/apt,Yau Tsim Mong,"[3,4]"
1479,1500.0,,,f,t,t,t,1,4,1.0,1.0,,Entire home/apt,Southern,
1480,766.0,0.27,0.98,f,t,t,f,865,2,1.0,1.0,,Private room,Wan Chai,
1481,920.25,0.63,1.0,f,t,t,f,2,4,2.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
1482,220.0,0.32,1.0,f,t,t,f,503,2,1.0,1.0,,Private room,Yau Tsim Mong,
1483,240.0,0.32,1.0,f,t,t,f,503,2,1.0,1.0,,Private room,Yau Tsim Mong,
1484,1000.0,0.5,0.0,f,t,t,f,1,4,3.0,2.0,5.0,Entire home/apt,Yuen Long,"[4,5]"
1485,733.0,0.0,1.0,f,t,t,f,15,2,1.0,1.0,5.0,Entire home/apt,Eastern,"[4,5]"
1487,440.0,1.0,1.0,f,t,t,t,3,1,1.0,1.0,4.63,Private room,Wan Chai,"[4,5]"
1488,1000.0,0.96,1.0,f,t,t,f,3,2,1.0,1.0,4.95,Entire home/apt,Central & Western,"[4,5]"
1489,888.0,0.42,1.0,t,t,f,f,7,1,1.0,1.0,,Private room,Yau Tsim Mong,
1490,500.0,0.61,0.43,t,t,t,f,18,2,1.5,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
1491,817.0,0.0,1.0,f,t,t,f,20,4,1.0,2.0,,Entire home/apt,Islands,
1492,384.0,1.0,1.0,t,t,t,t,15,3,1.0,2.0,4.79,Private room,Yau Tsim Mong,"[4,5]"
1493,513.0,1.0,0.9,f,t,t,t,14,3,1.0,2.0,4.65,Private room,Yau Tsim Mong,"[4,5]"
1494,327.0,1.0,1.0,f,t,t,t,14,1,1.0,1.0,4.6,Private room,Yau Tsim Mong,"[4,5]"
1495,382.0,1.0,1.0,f,t,t,t,14,1,1.0,1.0,4.35,Private room,Yau Tsim Mong,"[4,5]"
1496,160.0,0.21,1.0,t,t,t,f,317,2,1.0,1.0,,Private room,Yau Tsim Mong,
1497,1550.0,0.0,,f,t,f,f,2,3,1.0,2.0,,Entire home/apt,Central & Western,
1498,733.0,1.0,1.0,f,t,t,f,2,3,1.0,1.0,4.38,Entire home/apt,Central & Western,"[4,5]"
1499,594.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,4.5,Entire home/apt,Central & Western,"[4,5]"
1500,594.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
1501,558.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,,Entire home/apt,Central & Western,
1502,380.0,1.0,1.0,f,t,t,f,2,2,1.0,1.0,4.62,Private room,Sai Kung,"[4,5]"
1503,1971.0,0.9,1.0,f,t,t,f,2,8,3.0,5.0,4.84,Entire home/apt,Wan Chai,"[4,5]"
1504,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1505,380.0,1.0,1.0,f,t,t,f,2,2,1.0,1.0,4.93,Private room,Sai Kung,"[4,5]"
1506,850.0,0.0,1.0,f,t,t,f,20,4,1.0,3.0,,Entire home/apt,Islands,
1507,750.0,0.0,1.0,f,t,t,f,20,2,1.0,1.0,,Entire home/apt,Islands,
1508,920.25,0.99,1.0,t,t,t,f,11,6,1.0,4.0,4.83,Entire home/apt,Yau Tsim Mong,"[4,5]"
1509,160.0,0.38,1.0,f,t,t,f,415,1,2.0,1.0,,Private room,Wan Chai,
1513,829.0,0.93,1.0,t,t,t,f,3,4,1.0,3.0,4.97,Private room,Yuen Long,"[4,5]"
1514,160.0,0.21,1.0,t,t,t,f,317,2,1.0,1.0,,Private room,Sham Shui Po,
1515,180.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1516,260.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1517,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1518,1280.0,1.0,1.0,f,t,t,f,4,8,1.5,3.0,4.71,Entire home/apt,Sham Shui Po,"[4,5]"
1519,995.0,0.99,0.99,f,t,t,t,17,4,1.0,2.0,4.8,Private room,Yau Tsim Mong,"[4,5]"
1520,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1521,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Eastern,
1522,250.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Wan Chai,
1523,200.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1524,579.0,1.0,1.0,f,t,t,f,30,2,1.0,1.0,4.77,Private room,Yau Tsim Mong,"[4,5]"
1525,1138.0,0.99,0.99,f,t,t,f,17,4,1.0,2.0,4.74,Private room,Yau Tsim Mong,"[4,5]"
1526,824.0,0.99,0.99,f,t,t,f,17,2,1.0,1.0,4.65,Private room,Yau Tsim Mong,"[4,5]"
1527,709.0,0.99,0.99,f,t,t,f,17,2,1.0,1.0,4.66,Private room,Yau Tsim Mong,"[4,5]"
1528,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Eastern,
1529,816.0,0.27,0.98,f,t,t,f,865,2,1.0,1.0,,Private room,Central & Western,
1530,380.0,0.0,,f,t,f,f,3,1,2.0,1.0,5.0,Shared room,Sai Kung,"[4,5]"
1531,920.25,,0.0,f,t,t,f,5,3,1.0,1.0,4.33,Entire home/apt,Yau Tsim Mong,"[4,5]"
1532,498.0,1.0,1.0,f,t,t,t,3,2,1.0,1.0,4.14,Entire home/apt,Central & Western,"[4,5]"
1533,1000.0,0.94,1.0,f,t,t,f,10,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1534,857.0,,1.0,f,t,t,f,3,4,1.0,3.0,4.8,Private room,Yau Tsim Mong,"[4,5]"
1535,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1536,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1537,1028.0,0.86,1.0,f,t,t,f,5,4,1.0,2.0,4.71,Entire home/apt,Yau Tsim Mong,"[4,5]"
1538,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Eastern,
1539,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Eastern,
1540,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1541,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1542,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Yau Tsim Mong,
1543,920.25,0.33,0.5,f,t,t,f,21,9,4.0,9.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
1544,920.25,,0.67,f,t,t,f,3,16,3.0,9.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
1545,611.0,0.51,0.8,f,t,t,f,57,2,1.0,1.0,4.38,Private room,Yau Tsim Mong,"[4,5]"
1546,920.25,,0.0,f,t,f,t,1,2,1.0,1.0,4.64,Entire home/apt,Central & Western,"[4,5]"
1547,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1548,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1549,1084.0,0.66,1.0,f,t,t,f,14,2,1.5,1.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
1550,1200.0,0.66,1.0,f,t,t,f,14,2,1.5,1.0,4.4,Private room,Yau Tsim Mong,"[4,5]"
1551,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1552,750.0,,,f,t,f,f,2,2,1.0,1.0,1.0,Entire home/apt,Wan Chai,"[0,1]"
1553,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Yau Tsim Mong,
1555,1600.0,0.85,1.0,f,t,t,f,3,6,1.0,4.0,4.73,Entire home/apt,Islands,"[4,5]"
1556,1530.0,,,f,t,t,t,9,2,1.0,1.0,4.84,Entire home/apt,Wan Chai,"[4,5]"
1557,377.0,0.95,1.0,f,t,t,t,7,2,1.0,1.0,4.11,Private room,Yau Tsim Mong,"[4,5]"
1558,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Yau Tsim Mong,
1559,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1560,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1561,180.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1562,611.0,0.51,0.8,f,t,t,f,57,2,1.0,2.0,4.71,Private room,Yau Tsim Mong,"[4,5]"
1563,869.0,0.51,0.8,f,t,t,f,57,4,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1564,661.0,0.99,0.99,f,t,t,f,17,2,1.0,1.0,4.64,Private room,Yau Tsim Mong,"[4,5]"
1565,200.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1566,260.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Yau Tsim Mong,
1567,250.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Wan Chai,
1568,646.0,0.98,1.0,f,t,t,t,9,2,1.0,2.0,4.44,Private room,Yau Tsim Mong,"[4,5]"
1569,882.0,0.98,1.0,f,t,t,t,9,3,1.0,2.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
1570,1262.0,0.98,1.0,f,t,t,t,9,4,1.0,2.0,3.86,Private room,Yau Tsim Mong,"[3,4]"
1571,842.0,1.0,1.0,,t,t,t,29,2,1.0,1.0,4.43,Private room,Yau Tsim Mong,"[4,5]"
1572,520.0,0.98,1.0,f,t,t,t,9,1,1.0,1.0,4.21,Private room,Yau Tsim Mong,"[4,5]"
1573,845.0,1.0,1.0,,t,t,t,29,2,1.0,2.0,4.56,Private room,Yau Tsim Mong,"[4,5]"
1574,1045.0,1.0,1.0,,t,t,t,29,3,1.0,2.0,4.5,Private room,Yau Tsim Mong,"[4,5]"
1575,630.0,1.0,1.0,,t,t,t,29,1,1.0,1.0,4.11,Private room,Yau Tsim Mong,"[4,5]"
1576,678.0,0.69,0.71,f,t,t,f,23,2,1.0,1.0,4.64,Entire home/apt,Yau Tsim Mong,"[4,5]"
1577,160.0,0.21,1.0,t,t,t,f,317,2,1.0,1.0,,Private room,Wan Chai,
1578,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
1579,180.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Yau Tsim Mong,
1580,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Yau Tsim Mong,
1581,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1582,300.0,0.88,0.9,t,t,t,f,4,1,1.0,1.0,5.0,Private room,Sha Tin,"[4,5]"
1583,400.0,0.88,0.9,t,t,t,f,4,2,1.0,2.0,5.0,Private room,Sha Tin,"[4,5]"
1584,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Eastern,
1585,759.0,0.97,1.0,t,t,t,f,2,2,1.0,1.0,4.89,Entire home/apt,Yau Tsim Mong,"[4,5]"
1586,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1587,1650.0,,0.0,f,t,t,t,3,4,1.0,2.0,,Entire home/apt,Tuen Mun,
1588,200.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Yau Tsim Mong,
1589,160.0,0.38,1.0,f,t,t,f,415,1,2.0,1.0,,Private room,Wan Chai,
1590,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Eastern,
1591,1200.0,0.98,1.0,t,t,t,f,66,6,1.0,3.0,5.0,Entire home/apt,Eastern,"[4,5]"
1592,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Eastern,
1593,280.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
1594,980.0,0.98,0.67,t,t,t,f,1,3,1.0,2.0,4.88,Entire home/apt,Islands,"[4,5]"
1595,260.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
1596,160.0,0.32,1.0,f,t,t,f,503,2,1.0,1.0,,Private room,Yau Tsim Mong,
1597,1771.0,0.8,,f,t,t,f,1,4,1.0,2.0,4.92,Entire home/apt,Islands,"[4,5]"
1598,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1599,920.25,0.96,1.0,f,t,t,t,22,2,1.0,1.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
1600,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Central & Western,
1601,232.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Eastern,
1602,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Eastern,
1603,1421.0,0.75,1.0,t,t,t,f,2,6,1.0,3.0,4.93,Entire home/apt,Sham Shui Po,"[4,5]"
1604,501.0,0.75,1.0,t,t,t,f,2,2,1.0,1.0,4.82,Entire home/apt,Sham Shui Po,"[4,5]"
1605,889.0,1.0,1.0,f,t,t,f,30,3,1.0,2.0,4.86,Private room,Yau Tsim Mong,"[4,5]"
1606,711.0,1.0,1.0,f,t,t,f,30,2,1.0,2.0,4.83,Private room,Yau Tsim Mong,"[4,5]"
1607,891.0,1.0,1.0,f,t,t,f,30,2,1.0,1.0,4.83,Private room,Yau Tsim Mong,"[4,5]"
1608,541.0,1.0,1.0,f,t,t,f,30,2,1.0,1.0,4.74,Private room,Yau Tsim Mong,"[4,5]"
1609,220.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Entire home/apt,Wan Chai,
1610,220.0,1.0,,t,t,f,f,1,2,1.0,1.0,4.79,Private room,North,"[4,5]"
1611,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1612,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1613,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1614,740.0,1.0,1.0,f,t,t,f,30,2,1.0,1.0,4.61,Private room,Yau Tsim Mong,"[4,5]"
1615,527.0,1.0,1.0,f,t,t,f,30,2,1.0,1.0,4.8,Private room,Yau Tsim Mong,"[4,5]"
1616,970.0,0.5,1.0,f,t,t,f,6,3,1.5,2.0,4.25,Entire home/apt,Yuen Long,"[4,5]"
1617,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Yau Tsim Mong,
1618,160.0,0.32,1.0,f,t,t,f,503,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1619,1200.0,,0.0,f,t,t,f,4,1,1.5,1.0,4.89,Private room,Tai Po,"[4,5]"
1621,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1622,1017.0,0.0,1.0,f,t,t,f,20,6,1.0,3.0,,Entire home/apt,Islands,
1623,850.0,0.0,1.0,f,t,t,f,20,4,1.0,2.0,,Entire home/apt,Islands,
1624,880.0,,,f,t,f,f,1,4,1.0,2.0,4.5,Entire home/apt,Central & Western,"[4,5]"
1625,850.0,0.0,1.0,f,t,t,f,20,4,1.0,2.0,,Entire home/apt,Islands,
1626,850.0,0.0,1.0,f,t,t,f,20,4,1.0,1.0,,Entire home/apt,Islands,
1628,180.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
1630,217.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Entire home/apt,Wan Chai,
1631,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1632,641.0,1.0,1.0,f,t,t,f,30,2,1.0,2.0,4.82,Private room,Yau Tsim Mong,"[4,5]"
1634,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1636,1150.0,0.99,0.94,t,t,t,f,48,2,1.0,1.0,4.77,Private room,Yau Tsim Mong,"[4,5]"
1637,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1638,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1639,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Sham Shui Po,
1640,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Central & Western,
1641,380.0,1.0,1.0,t,t,t,t,10,2,1.0,1.0,4.95,Private room,Yau Tsim Mong,"[4,5]"
1642,447.0,1.0,1.0,t,t,t,t,10,2,1.0,2.0,4.97,Private room,Yau Tsim Mong,"[4,5]"
1643,800.0,1.0,1.0,f,t,t,t,2,2,1.0,2.0,,Private room,Southern,
1644,561.0,0.98,1.0,t,t,t,f,4,1,1.0,1.0,4.59,Entire home/apt,Central & Western,"[4,5]"
1645,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
1646,230.0,0.38,1.0,f,t,t,f,415,1,1.5,1.0,,Private room,Central & Western,
1647,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1648,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1649,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1652,480.0,1.0,1.0,t,t,t,t,10,3,1.0,2.0,4.99,Private room,Yau Tsim Mong,"[4,5]"
1655,598.0,,,,t,t,f,13,2,1.5,1.0,4.25,Entire home/apt,Sham Shui Po,"[4,5]"
1656,260.0,0.38,1.0,f,t,t,f,415,2,2.0,1.0,,Private room,Yau Tsim Mong,
1657,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
1658,160.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
1659,160.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Central & Western,
1660,1150.0,0.99,0.94,t,t,t,f,48,2,1.0,2.0,4.78,Private room,Yau Tsim Mong,"[4,5]"
1661,507.0,1.0,1.0,t,t,t,t,10,3,1.0,2.0,4.89,Private room,Yau Tsim Mong,"[4,5]"
1663,414.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,5.0,Entire home/apt,Sham Shui Po,"[4,5]"
1664,557.0,1.0,1.0,t,t,t,t,10,4,1.5,2.0,4.97,Private room,Yau Tsim Mong,"[4,5]"
1665,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1666,1150.0,0.99,0.94,t,t,t,f,48,2,1.0,1.0,4.87,Private room,Yau Tsim Mong,"[4,5]"
1667,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1669,1231.0,0.96,1.0,t,t,t,f,1,2,1.0,1.0,4.75,Entire home/apt,Islands,"[4,5]"
1671,284.0,0.21,1.0,t,t,t,f,317,2,1.0,1.0,3.0,Private room,Yau Tsim Mong,"[2,3]"
1672,160.0,0.38,1.0,f,t,t,f,415,1,2.0,1.0,,Private room,Yau Tsim Mong,
1674,800.0,,,f,t,t,f,1,2,1.0,1.0,4.9,Entire home/apt,Islands,"[4,5]"
1676,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Eastern,
1677,1100.0,0.84,1.0,f,t,t,f,1,4,1.0,3.0,4.66,Entire home/apt,Wan Chai,"[4,5]"
1678,260.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Wan Chai,
1680,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Central & Western,
1681,920.25,0.94,1.0,f,t,t,t,16,7,2.0,3.0,4.0,Entire home/apt,Yau Tsim Mong,"[3,4]"
1682,920.25,0.94,1.0,f,t,t,f,16,4,1.0,2.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
1683,558.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,4.33,Entire home/apt,Central & Western,"[4,5]"
1684,1734.0,0.94,1.0,f,t,t,t,16,5,1.0,4.0,4.67,Entire home/apt,Yau Tsim Mong,"[4,5]"
1686,920.25,0.94,1.0,f,t,t,t,16,9,1.0,6.0,4.4,Entire home/apt,Yau Tsim Mong,"[4,5]"
1687,160.0,0.21,1.0,t,t,t,f,317,1,1.0,1.0,,Private room,Central & Western,
1688,920.25,0.96,1.0,f,t,t,f,22,1,1.0,1.0,4.43,Private room,Yau Tsim Mong,"[4,5]"
1689,920.25,0.96,1.0,f,t,t,t,22,4,1.0,2.0,4.27,Private room,Yau Tsim Mong,"[4,5]"
1690,1055.0,1.0,1.0,t,t,t,t,2,4,1.0,2.0,4.63,Entire home/apt,Yau Tsim Mong,"[4,5]"
1691,160.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Sham Shui Po,
1692,160.0,0.32,1.0,f,t,t,f,503,1,1.0,1.0,,Private room,Yau Tsim Mong,
1693,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Yau Tsim Mong,
1694,217.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Entire home/apt,Central & Western,
1695,549.0,1.0,1.0,t,t,t,t,10,2,1.0,2.0,4.9,Private room,Yau Tsim Mong,"[4,5]"
1696,500.0,1.0,1.0,t,t,t,t,10,2,1.0,1.0,4.96,Private room,Yau Tsim Mong,"[4,5]"
1697,486.0,0.85,0.88,f,t,t,t,9,2,1.0,1.0,4.23,Entire home/apt,Yau Tsim Mong,"[4,5]"
1698,140.0,0.21,1.0,t,t,t,f,317,1,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
1699,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1700,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Central & Western,
1701,160.0,0.21,1.0,t,t,t,f,317,1,2.0,1.0,,Shared room,Eastern,
1702,477.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,2.5,Entire home/apt,Central & Western,"[2,3]"
1703,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Wan Chai,
1704,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1705,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Private room,Sham Shui Po,
1706,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
1707,150.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1708,512.0,1.0,1.0,t,t,t,t,19,3,1.0,2.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
1709,374.0,1.0,1.0,t,t,t,t,19,1,1.0,1.0,4.73,Private room,Yau Tsim Mong,"[4,5]"
1710,353.0,1.0,1.0,t,t,t,t,19,1,1.0,1.0,3.8,Private room,Yau Tsim Mong,"[3,4]"
1711,615.0,1.0,1.0,t,t,t,t,19,4,1.0,2.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
1712,615.0,1.0,1.0,t,t,t,t,19,4,1.0,2.0,4.76,Private room,Yau Tsim Mong,"[4,5]"
1713,160.0,0.21,1.0,t,t,t,f,317,1,1.0,1.0,,Private room,Wan Chai,
1714,150.0,0.21,1.0,t,t,t,f,317,1,1.0,1.0,,Private room,Yau Tsim Mong,
1715,160.0,0.21,1.0,t,t,t,f,317,1,1.0,1.0,,Private room,Yau Tsim Mong,
1716,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1717,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1718,513.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,,Entire home/apt,Central & Western,
1720,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Yau Tsim Mong,
1721,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1722,641.0,0.92,1.0,t,t,t,t,30,2,1.0,2.0,4.93,Private room,Yau Tsim Mong,"[4,5]"
1723,226.0,0.88,1.0,t,t,t,f,2,2,1.0,2.0,4.85,Private room,Yau Tsim Mong,"[4,5]"
1724,360.0,0.38,1.0,f,t,t,f,415,2,2.0,1.0,,Private room,Central & Western,
1725,220.0,0.21,1.0,t,t,t,f,317,2,1.0,1.0,,Private room,Wan Chai,
1726,649.0,1.0,1.0,f,t,t,t,7,2,1.0,1.0,4.31,Private room,Yau Tsim Mong,"[4,5]"
1727,160.0,0.38,1.0,f,t,t,f,415,2,2.0,1.0,,Private room,Central & Western,
1728,217.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,,Entire home/apt,Central & Western,
1729,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1730,180.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,5.0,Private room,Eastern,"[4,5]"
1731,1000.0,1.0,,f,t,f,f,3,5,1.0,2.0,4.85,Entire home/apt,Wan Chai,"[4,5]"
1732,480.0,0.46,1.0,t,t,t,f,18,1,1.0,1.0,5.0,Private room,Sai Kung,"[4,5]"
1733,271.0,0.66,0.97,t,t,t,f,45,10,2.0,10.0,4.91,Shared room,Kowloon City,"[4,5]"
1734,271.0,0.66,0.97,t,t,t,f,45,1,2.0,10.0,4.48,Shared room,Kowloon City,"[4,5]"
1735,284.0,0.66,0.97,t,t,t,f,45,8,2.0,8.0,4.86,Shared room,Kowloon City,"[4,5]"
1736,160.0,0.21,1.0,t,t,t,f,317,1,1.0,1.0,,Private room,Central & Western,
1737,160.0,0.38,1.0,f,t,t,f,415,2,1.0,1.0,4.0,Private room,Eastern,"[3,4]"
1738,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Wan Chai,
1739,1450.0,1.0,1.0,f,t,t,t,4,6,1.5,3.0,4.66,Entire home/apt,Yau Tsim Mong,"[4,5]"
1741,155.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Yau Tsim Mong,
1742,300.0,0.0,,f,t,f,f,7,1,1.0,1.0,4.56,Private room,Yau Tsim Mong,"[4,5]"
1743,160.0,0.21,1.0,t,t,t,f,317,1,1.0,1.0,,Private room,Wan Chai,
1746,160.0,0.38,1.0,f,t,t,f,415,1,1.0,1.0,,Private room,Central & Western,
1747,485.0,1.0,0.97,f,t,t,t,39,1,1.5,1.0,4.19,Private room,Yau Tsim Mong,"[4,5]"
