,price,host_acceptance_rate,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,instant_bookable,host_total_listings_count,accommodates,bathrooms,beds,review_scores_rating,room_type,neighbourhood,rating_range
6337,1905.0,0.91,1.0,f,t,t,f,2,6,2.0,3.0,5.0,Entire home/apt,Islands,"[4,5]"
6338,597.0,0.91,1.0,f,t,t,f,4,1,1.0,1.0,4.67,Private room,Sha Tin,"[4,5]"
6339,450.0,0.77,1.0,f,t,t,f,102,2,1.0,1.0,3.0,Entire home/apt,Wan Chai,"[2,3]"
6340,920.25,0.96,1.0,t,t,t,f,5,8,2.0,4.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6341,290.0,0.77,1.0,f,t,t,f,102,1,1.0,1.0,4.0,Entire home/apt,Wan Chai,"[3,4]"
6342,1680.0,1.0,1.0,t,t,t,f,26,8,1.0,5.0,4.8,Entire home/apt,Yau Tsim Mong,"[4,5]"
6343,920.25,0.29,1.0,t,t,t,f,16,12,1.5,4.0,,Entire home/apt,Yau Tsim Mong,
6344,920.25,0.73,0.97,f,t,t,f,50,2,1.0,1.0,,Entire home/apt,Wan Chai,
6346,421.0,0.96,1.0,f,t,t,t,17,1,1.0,1.0,3.0,Private room,Yau Tsim Mong,"[2,3]"
6347,600.0,1.0,1.0,f,t,t,t,2,1,1.5,1.0,4.67,Entire home/apt,Central & Western,"[4,5]"
6348,920.25,1.0,1.0,f,t,t,f,3,2,1.0,1.0,4.75,Entire home/apt,Central & Western,"[4,5]"
6349,1064.0,0.9,1.0,f,f,t,f,3,3,1.0,2.0,4.83,Entire home/apt,Wan Chai,"[4,5]"
6350,920.25,0.85,1.0,t,t,t,f,3,10,1.0,5.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
6352,1049.0,0.92,1.0,f,t,t,f,40,4,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6353,1200.0,,0.63,f,t,t,f,1,2,1.0,1.0,,Entire home/apt,Central & Western,
6354,1180.0,,,f,f,t,t,2,6,1.0,4.0,4.8,Entire home/apt,Yau Tsim Mong,"[4,5]"
6355,1217.0,1.0,0.8,f,t,t,t,22,2,1.0,1.0,,Private room,Yau Tsim Mong,
6356,1217.0,1.0,0.8,f,t,t,t,22,2,1.0,1.0,,Private room,Yau Tsim Mong,
6357,1217.0,1.0,0.8,f,t,t,t,22,2,1.0,1.0,,Private room,Yau Tsim Mong,
6358,1217.0,1.0,0.8,f,t,t,t,22,2,1.0,1.0,,Private room,Yau Tsim Mong,
6359,1217.0,1.0,0.8,f,t,t,t,22,2,1.0,1.0,,Private room,Yau Tsim Mong,
6360,802.0,1.0,0.8,f,t,t,t,22,2,1.0,2.0,,Private room,Yau Tsim Mong,
6361,802.0,1.0,0.8,f,t,t,t,22,2,1.0,2.0,,Private room,Yau Tsim Mong,
6362,802.0,1.0,0.8,f,t,t,t,22,2,1.0,2.0,,Private room,Yau Tsim Mong,
6363,802.0,1.0,0.8,f,t,t,t,22,2,1.0,2.0,,Private room,Yau Tsim Mong,
6364,802.0,1.0,0.8,f,t,t,t,22,2,1.0,2.0,,Private room,Yau Tsim Mong,
6365,755.0,1.0,0.8,f,t,t,t,22,1,1.0,1.0,,Private room,Yau Tsim Mong,
6366,755.0,1.0,0.8,f,t,t,t,22,1,1.0,1.0,,Private room,Yau Tsim Mong,
6367,752.0,1.0,0.8,f,t,t,t,22,1,1.0,1.0,,Private room,Yau Tsim Mong,
6368,752.0,1.0,0.8,f,t,t,t,22,1,1.0,1.0,,Private room,Yau Tsim Mong,
6369,755.0,1.0,0.8,f,t,t,t,22,1,1.0,1.0,,Private room,Yau Tsim Mong,
6370,1047.0,1.0,0.8,f,t,t,t,22,3,1.0,2.0,,Private room,Yau Tsim Mong,
6371,1047.0,1.0,0.8,f,t,t,t,22,3,1.0,2.0,3.5,Private room,Yau Tsim Mong,"[3,4]"
6372,480.0,1.0,1.0,f,t,t,t,2,2,1.5,2.0,,Entire home/apt,Sha Tin,
6373,1200.0,1.0,1.0,f,t,f,f,3,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6374,555.0,1.0,1.0,f,t,t,t,10,1,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6375,920.25,1.0,1.0,f,t,t,f,3,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6376,1451.0,1.0,1.0,f,t,t,t,3,6,1.0,4.0,,Entire home/apt,Yau Tsim Mong,
6377,920.25,1.0,1.0,f,f,t,f,3,6,1.0,4.0,,Entire home/apt,Islands,
6378,280.0,0.77,1.0,f,t,t,f,102,1,1.0,1.0,,Entire home/apt,Wan Chai,
6379,350.0,0.77,1.0,f,t,t,f,102,2,1.0,1.0,,Entire home/apt,Wan Chai,
6380,536.0,0.89,1.0,t,t,t,f,2,2,1.0,1.0,,Private room,Kwun Tong,
6381,636.0,0.95,1.0,f,t,t,f,1,3,1.0,2.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6382,400.0,0.92,1.0,t,t,t,f,2,1,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6383,297.0,0.97,1.0,f,f,t,t,27,2,1.0,1.0,4.73,Private room,Wan Chai,"[4,5]"
6384,518.0,1.0,1.0,f,t,t,f,1,2,0.5,2.0,5.0,Private room,Tuen Mun,"[4,5]"
6385,344.0,0.75,1.0,f,f,t,t,1,2,1.5,2.0,4.0,Entire home/apt,Tuen Mun,"[3,4]"
6386,511.0,0.98,1.0,f,t,t,f,28,2,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
6387,568.0,1.0,1.0,f,t,t,t,10,2,1.5,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6388,1465.0,0.97,1.0,f,t,t,f,4,4,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6389,1100.0,0.67,1.0,f,t,t,f,1,3,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6390,920.25,1.0,0.9,f,f,f,t,2,2,1.0,1.0,4.33,Entire home/apt,Central & Western,"[4,5]"
6391,1587.0,1.0,1.0,f,t,t,t,4,6,1.0,5.0,5.0,Entire home/apt,Eastern,"[4,5]"
6392,920.25,0.73,0.97,f,t,t,f,50,2,1.0,1.0,,Entire home/apt,Eastern,
6393,1393.0,0.73,0.97,f,t,t,f,50,2,1.0,1.0,,Entire home/apt,Southern,
6394,790.0,0.9,1.0,f,t,t,t,4,7,1.0,6.0,5.0,Entire home/apt,Kowloon City,"[4,5]"
6395,1013.0,0.56,1.0,f,t,t,f,1,2,1.0,1.0,4.67,Entire home/apt,Central & Western,"[4,5]"
6396,1016.0,0.95,1.0,f,f,t,f,1,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6397,614.0,0.33,1.0,f,t,t,f,2,4,1.5,2.0,,Entire home/apt,Tuen Mun,
6398,920.25,0.97,0.96,f,t,t,t,15,8,1.0,5.0,,Entire home/apt,Wan Chai,
6399,920.25,0.97,0.96,f,t,t,t,15,8,1.0,6.0,,Entire home/apt,Wan Chai,
6400,1545.0,0.29,1.0,t,t,t,f,16,11,1.5,4.0,4.5,Entire home/apt,Yau Tsim Mong,"[4,5]"
6401,1453.0,1.0,0.8,f,t,t,f,1,6,1.0,3.0,,Entire home/apt,Central & Western,
6402,811.0,0.44,1.0,f,t,t,f,2,4,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6403,1292.0,0.99,1.0,t,t,t,f,2,4,1.0,3.0,,Entire home/apt,Yau Tsim Mong,
6404,552.0,0.69,0.95,f,t,t,t,29,1,1.0,1.0,1.0,Entire home/apt,Yau Tsim Mong,"[0,1]"
6405,1457.0,0.29,1.0,t,t,t,f,16,12,1.5,3.0,,Entire home/apt,Yau Tsim Mong,
6406,1942.0,0.97,1.0,f,t,t,t,119,10,2.0,7.0,,Entire home/apt,Wan Chai,
6407,513.0,1.0,1.0,f,t,t,t,10,2,1.0,3.0,,Private room,Yau Tsim Mong,
6408,1646.0,0.99,0.99,f,t,t,f,97,10,2.0,7.0,,Entire home/apt,Wan Chai,
6409,1200.0,0.99,0.88,f,t,t,t,18,4,1.0,2.0,,Entire home/apt,Wan Chai,
6410,940.0,1.0,1.0,f,t,t,t,3,4,1.0,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6411,550.0,1.0,1.0,f,t,t,t,13,2,1.0,1.0,4.67,Entire home/apt,Sha Tin,"[4,5]"
6412,514.0,1.0,1.0,f,t,t,t,13,4,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6413,1093.0,1.0,1.0,f,t,t,t,11,6,1.0,3.0,4.27,Entire home/apt,Yau Tsim Mong,"[4,5]"
6414,680.0,0.68,1.0,t,t,t,f,61,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6415,744.0,0.99,1.0,f,t,t,f,36,2,1.0,1.0,,Private room,Yau Tsim Mong,
6416,847.0,0.99,1.0,f,t,t,f,36,3,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6417,671.0,1.0,1.0,f,t,t,t,1,2,1.0,1.0,4.83,Entire home/apt,Central & Western,"[4,5]"
6418,779.0,1.0,1.0,f,t,t,t,7,2,1.0,1.0,,Private room,Yau Tsim Mong,
6419,1732.0,1.0,1.0,f,t,t,t,7,4,1.0,2.0,,Entire home/apt,Yau Tsim Mong,
6420,478.0,0.97,1.0,f,t,t,t,119,2,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
6421,647.0,0.97,1.0,f,t,t,t,119,2,1.0,1.0,4.0,Private room,Wan Chai,"[3,4]"
6422,371.0,0.97,1.0,f,t,t,t,119,1,1.0,1.0,4.5,Private room,Wan Chai,"[4,5]"
6423,297.0,0.97,1.0,f,t,t,t,119,1,1.0,1.0,4.5,Private room,Wan Chai,"[4,5]"
6424,1843.0,0.95,1.0,f,t,t,f,1,4,1.0,2.0,4.71,Entire home/apt,Yau Tsim Mong,"[4,5]"
6425,950.0,0.91,1.0,f,t,t,f,2,4,1.0,2.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6426,900.0,1.0,0.8,f,t,t,f,1,4,2.0,3.0,5.0,Entire home/apt,Islands,"[4,5]"
6427,1214.0,0.63,0.94,f,t,t,f,1,4,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6428,380.0,,1.0,f,t,t,f,1,1,1.0,1.0,,Private room,Sha Tin,
6429,406.0,0.99,0.99,f,t,t,t,97,2,1.0,1.0,4.0,Private room,Wan Chai,"[3,4]"
6430,548.0,0.99,0.99,f,t,t,t,97,2,1.0,1.0,4.67,Private room,Wan Chai,"[4,5]"
6431,296.0,0.99,0.99,f,t,t,f,97,1,1.0,1.0,4.2,Private room,Wan Chai,"[4,5]"
6432,252.0,0.99,0.99,f,t,t,f,97,1,1.0,1.0,4.43,Private room,Wan Chai,"[4,5]"
6433,920.25,0.75,1.0,f,t,t,t,1,8,1.5,4.0,,Private room,Yau Tsim Mong,
6434,1550.0,1.0,1.0,f,t,t,f,1,4,1.0,2.0,4.5,Entire home/apt,Yau Tsim Mong,"[4,5]"
6435,140.0,0.44,1.0,f,t,t,f,3,1,0.5,1.0,3.86,Private room,Yuen Long,"[3,4]"
6436,544.0,,1.0,f,t,t,f,1,6,2.0,3.0,,Shared room,Islands,
6437,420.0,0.96,1.0,f,t,t,f,17,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
6438,320.0,0.77,1.0,f,t,t,f,102,2,1.0,1.0,,Entire home/apt,Wan Chai,
6439,831.0,0.98,0.94,f,t,t,t,27,2,1.0,1.0,,Private room,Yau Tsim Mong,
6440,300.0,0.77,1.0,f,t,t,f,102,2,1.0,1.0,,Entire home/apt,Wan Chai,
6441,1850.0,0.98,1.0,t,t,t,f,67,5,1.5,3.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6442,371.0,0.96,1.0,f,t,t,t,17,1,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
6443,925.0,,1.0,f,t,t,f,1,1,1.0,1.0,,Private room,Sai Kung,
6444,279.0,0.97,1.0,f,f,t,t,27,2,1.0,1.0,4.56,Entire home/apt,Central & Western,"[4,5]"
6445,200.0,0.96,0.78,f,t,t,t,15,1,1.0,1.0,,Shared room,Yau Tsim Mong,
6446,457.0,0.98,1.0,f,t,t,t,28,1,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
6447,395.0,0.98,1.0,f,t,t,t,28,1,1.0,1.0,4.5,Private room,Wan Chai,"[4,5]"
6448,800.0,0.67,0.8,f,t,t,f,1,2,1.0,1.0,5.0,Entire home/apt,Sai Kung,"[4,5]"
6449,576.0,0.98,1.0,f,t,t,t,28,2,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
6450,1295.0,1.0,1.0,f,t,t,t,11,6,1.5,3.0,4.8,Entire home/apt,Wan Chai,"[4,5]"
6451,548.0,1.0,1.0,f,t,t,f,9,2,1.0,1.0,4.0,Private room,Central & Western,"[3,4]"
6452,293.0,0.97,1.0,f,f,t,f,27,2,1.0,1.0,4.67,Entire home/apt,Eastern,"[4,5]"
6453,580.0,0.86,1.0,f,t,t,f,4,2,1.0,1.0,4.67,Private room,Central & Western,"[4,5]"
6454,920.25,1.0,1.0,f,t,t,f,1,8,1.0,4.0,,Entire home/apt,Central & Western,
6455,1028.0,1.0,1.0,f,t,t,f,9,4,2.0,2.0,4.5,Entire home/apt,Central & Western,"[4,5]"
6456,920.25,0.98,1.0,f,t,t,f,48,9,1.0,6.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6457,800.0,1.0,1.0,f,t,t,t,1,2,1.5,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6458,357.0,0.98,1.0,f,t,t,f,48,1,1.0,1.0,,Private room,Wan Chai,
6459,364.0,0.98,1.0,f,t,t,f,48,2,1.0,1.0,4.67,Private room,Wan Chai,"[4,5]"
6460,298.0,0.98,1.0,f,t,t,f,48,1,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
6461,1949.0,0.97,1.0,f,t,t,f,119,9,1.0,6.0,,Entire home/apt,Wan Chai,
6462,491.0,1.0,1.0,f,t,t,f,9,2,1.0,1.0,4.75,Private room,Central & Western,"[4,5]"
6463,500.0,0.68,1.0,t,t,t,f,61,2,1.0,1.0,,Entire home/apt,Wan Chai,
6464,1211.0,1.0,1.0,f,t,t,t,1,9,1.0,6.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
6465,214.0,0.0,0.98,f,t,t,f,3,1,1.0,1.0,,Shared room,Kowloon City,
6466,1260.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
6467,1292.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
6468,1037.0,,0.8,f,t,t,f,2,3,1.5,1.0,4.67,Entire home/apt,Wan Chai,"[4,5]"
6469,395.0,0.6,0.78,f,t,t,f,76,1,1.0,1.0,,Private room,Central & Western,
6470,470.0,0.98,1.0,f,t,t,t,28,2,1.0,1.0,,Private room,Wan Chai,
6472,180.0,0.54,1.0,f,t,t,f,1,2,1.0,1.0,4.5,Private room,Eastern,"[4,5]"
6473,359.0,1.0,0.17,f,t,t,f,2,4,1.0,2.0,,Entire home/apt,Yau Tsim Mong,
6474,836.0,1.0,1.0,f,t,t,f,1,2,1.0,1.0,4.5,Entire home/apt,Eastern,"[4,5]"
6475,1520.0,0.0,1.0,f,t,t,f,2,2,1.0,1.0,,Entire home/apt,Central & Western,
6476,732.0,0.68,1.0,t,t,t,f,61,2,1.0,1.0,,Entire home/apt,Central & Western,
6477,158.0,0.92,1.0,f,t,t,f,5,1,3.0,1.0,,Private room,Yau Tsim Mong,
6478,1920.0,0.98,1.0,f,t,t,t,25,2,1.5,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
6479,158.0,0.92,1.0,f,t,t,f,5,1,3.0,1.0,,Private room,Yau Tsim Mong,
6480,551.0,1.0,0.9,f,t,t,t,7,2,1.0,2.0,,Private room,Yau Tsim Mong,
6481,547.0,1.0,0.9,f,t,t,t,7,2,1.0,1.0,,Private room,Yau Tsim Mong,
6482,789.0,1.0,0.9,f,t,t,t,7,2,1.0,1.0,,Private room,Yau Tsim Mong,
6483,577.0,1.0,0.9,f,t,t,t,7,2,1.0,1.0,,Private room,Yau Tsim Mong,
6484,697.0,1.0,0.9,f,t,t,t,7,2,1.0,1.0,,Private room,Yau Tsim Mong,
6485,551.0,0.77,0.96,f,t,t,f,94,2,1.0,1.0,,Private room,Yau Tsim Mong,
6486,462.0,0.68,1.0,t,t,t,f,61,2,1.0,1.0,,Entire home/apt,Wan Chai,
6487,164.0,0.97,1.0,f,t,t,f,16,1,1.0,1.0,5.0,Shared room,Yau Tsim Mong,"[4,5]"
6488,1199.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
6489,690.0,0.93,0.99,t,t,t,f,49,2,1.0,1.0,,Private room,Yau Tsim Mong,
6490,920.25,1.0,0.75,f,t,t,f,11,16,3.0,1.0,,Entire home/apt,Kwun Tong,
6491,800.0,0.73,1.0,f,t,t,f,2,2,1.5,1.0,4.4,Entire home/apt,Sha Tin,"[4,5]"
6492,1080.0,,1.0,f,t,t,f,1,3,1.5,3.0,,Entire home/apt,Sai Kung,
6493,1419.0,0.87,0.99,f,t,t,f,36,9,2.0,4.0,,Entire home/apt,Yau Tsim Mong,
6494,1595.0,1.0,1.0,f,t,t,f,1,4,2.0,3.0,,Entire home/apt,Central & Western,
6495,203.0,0.97,1.0,f,f,t,t,27,1,1.0,1.0,4.75,Entire home/apt,Eastern,"[4,5]"
6496,1892.0,1.0,1.0,f,t,t,t,4,5,2.0,4.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6497,920.25,0.93,1.0,f,t,t,t,8,2,1.0,1.0,,Private room,Central & Western,
6498,1800.0,0.93,1.0,f,t,t,t,8,2,1.5,1.0,,Private room,Central & Western,
6499,920.25,0.93,1.0,f,t,t,t,8,2,1.0,1.0,,Private room,Central & Western,
6500,439.0,0.77,0.96,f,t,t,t,94,1,1.0,1.0,,Private room,Yau Tsim Mong,
6502,500.0,,,f,t,t,f,1,1,0.5,1.0,,Private room,Islands,
6503,300.0,1.0,0.9,f,t,t,f,1,2,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
6504,1250.0,0.46,1.0,t,t,t,f,18,4,1.0,3.0,,Entire home/apt,Wan Chai,
6505,560.0,0.08,0.5,f,t,t,f,1,2,1.0,2.0,,Entire home/apt,Yau Tsim Mong,
6506,526.0,0.44,0.96,f,t,t,f,1,2,1.0,2.0,,Private room,Yau Tsim Mong,
6507,799.0,0.69,0.95,f,t,t,t,29,4,0.5,1.0,,Private room,Yau Tsim Mong,
6508,180.0,0.96,0.78,f,t,t,t,15,1,0.5,1.0,,Private room,Yau Tsim Mong,
6509,170.0,0.96,0.78,f,t,t,t,15,1,1.0,1.0,,Private room,Kowloon City,
6510,224.0,0.15,0.8,f,t,t,f,5,1,1.0,1.0,,Private room,Wan Chai,
6511,473.0,0.84,1.0,f,t,t,f,4,2,0.5,1.0,4.77,Private room,Wan Chai,"[4,5]"
6512,549.0,0.67,1.0,f,t,t,f,32,4,1.0,2.0,,Entire home/apt,Eastern,
6513,335.0,0.6,0.78,f,t,t,f,76,1,1.0,1.0,,Private room,Central & Western,
6514,400.0,0.68,1.0,t,t,t,f,61,2,1.0,1.0,,Entire home/apt,Wan Chai,
6515,342.0,0.96,1.0,f,t,t,t,17,1,1.0,1.0,2.0,Entire home/apt,Yau Tsim Mong,"[1,2]"
6516,819.0,0.73,0.97,f,t,t,f,50,2,1.0,1.0,,Private room,Yau Tsim Mong,
6517,1107.0,0.96,1.0,f,t,t,f,2,2,1.0,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6518,1800.0,0.67,1.0,f,t,f,f,2,2,1.0,1.0,,Entire home/apt,Central & Western,
6519,920.25,,1.0,f,t,t,t,1,4,2.0,2.0,,Entire home/apt,Kwun Tong,
6520,240.0,0.96,1.0,f,t,t,f,17,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
6521,398.0,1.0,1.0,t,t,t,t,7,2,1.0,1.0,4.92,Private room,Yau Tsim Mong,"[4,5]"
6522,490.0,1.0,1.0,t,t,t,t,7,4,1.0,2.0,3.33,Private room,Yau Tsim Mong,"[3,4]"
6523,1821.0,0.44,1.0,f,t,t,f,4,9,3.0,4.0,5.0,Entire home/apt,Sha Tin,"[4,5]"
6524,1250.0,0.27,0.98,f,t,t,f,865,2,1.0,1.0,,Entire home/apt,Central & Western,
6525,843.0,0.81,0.95,f,t,t,f,1,2,1.0,1.0,4.83,Entire home/apt,Central & Western,"[4,5]"
6526,273.0,0.97,1.0,f,t,t,t,119,1,2.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6527,297.0,0.97,1.0,f,t,t,t,119,2,2.0,1.0,,Private room,Yau Tsim Mong,
6528,416.0,0.97,1.0,f,t,t,f,119,1,2.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6529,383.0,0.97,1.0,f,t,t,t,119,2,2.0,1.0,,Private room,Yau Tsim Mong,
6530,465.0,0.97,1.0,f,t,t,t,119,2,2.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
6531,1093.0,0.83,1.0,t,t,t,f,30,6,1.0,3.0,4.57,Entire home/apt,Yau Tsim Mong,"[4,5]"
6532,385.0,0.98,1.0,f,t,t,f,48,2,2.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6533,493.0,0.98,1.0,f,t,t,f,48,2,2.0,1.0,,Private room,Yau Tsim Mong,
6534,353.0,0.98,1.0,f,t,t,f,48,1,2.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6535,324.0,0.98,1.0,f,t,t,f,48,2,2.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6536,294.0,0.98,1.0,f,t,t,f,48,1,2.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6537,280.0,0.77,1.0,f,t,t,f,102,2,1.0,1.0,,Entire home/apt,Wan Chai,
6538,662.0,,,f,t,t,t,3,4,1.0,1.0,,Entire home/apt,Wan Chai,
6539,205.0,0.97,1.0,f,f,t,t,27,1,1.0,1.0,4.0,Entire home/apt,Eastern,"[3,4]"
6540,359.0,0.99,1.0,t,t,t,f,25,1,5.0,16.0,5.0,Shared room,Yau Tsim Mong,"[4,5]"
6542,1782.0,1.0,1.0,t,t,t,t,10,10,2.0,5.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
6543,730.0,0.96,1.0,f,t,t,f,9,3,1.0,2.0,,Private room,Yau Tsim Mong,
6544,700.0,0.33,1.0,f,t,t,f,3,1,1.0,1.0,,Entire home/apt,Islands,
6545,1100.0,0.25,0.8,f,t,t,f,1,2,1.0,1.0,,Entire home/apt,Wan Chai,
6547,920.25,0.96,1.0,t,t,t,f,5,8,2.0,4.0,,Entire home/apt,Southern,
6548,120.0,0.75,1.0,f,t,t,f,11,1,1.0,1.0,,Private room,Yuen Long,
6549,1071.0,0.98,1.0,f,t,t,t,25,2,1.0,1.0,5.0,Private room,Kwun Tong,"[4,5]"
6550,920.25,0.98,1.0,f,t,t,f,25,2,0.5,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6551,1900.0,1.0,1.0,f,t,t,f,2,10,1.0,5.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
6553,238.0,0.97,1.0,f,t,t,t,119,1,1.0,1.0,,Private room,Yau Tsim Mong,
6554,356.0,0.97,1.0,f,t,t,t,119,2,1.0,1.0,,Private room,Yau Tsim Mong,
6555,517.0,0.97,1.0,f,t,t,t,119,2,2.0,1.0,,Private room,Yau Tsim Mong,
6556,273.0,0.97,1.0,f,t,t,t,119,1,1.0,1.0,,Shared room,Yau Tsim Mong,
6557,297.0,0.97,1.0,f,t,t,t,119,2,1.0,1.0,,Private room,Yau Tsim Mong,
6558,258.0,0.98,1.0,f,t,t,t,48,1,1.0,1.0,4.5,Private room,Yau Tsim Mong,"[4,5]"
6559,731.0,0.93,0.99,t,t,t,f,49,2,1.0,1.0,,Private room,Yau Tsim Mong,
6560,322.0,0.98,1.0,f,t,t,t,48,2,1.0,1.0,4.67,Private room,Yau Tsim Mong,"[4,5]"
6561,297.0,0.98,1.0,f,t,t,t,48,1,1.0,1.0,4.75,Private room,Yau Tsim Mong,"[4,5]"
6562,382.0,0.98,1.0,f,t,t,t,48,2,1.0,1.0,,Private room,Yau Tsim Mong,
6563,548.0,0.98,1.0,f,t,t,t,48,2,2.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
6564,914.0,0.93,0.99,t,t,t,f,49,2,1.0,1.0,,Private room,Yau Tsim Mong,
6565,919.0,0.93,0.99,t,t,t,f,49,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
6566,1294.0,0.98,0.99,t,t,t,t,54,4,1.0,2.0,5.0,Entire home/apt,Islands,"[4,5]"
6567,920.25,1.0,0.75,f,t,t,t,11,16,3.0,3.0,,Entire home/apt,Central & Western,
6568,829.0,0.67,0.8,f,f,t,f,1,2,1.0,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6569,915.0,0.89,1.0,f,t,t,f,1,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6570,920.25,0.73,1.0,f,t,t,f,1,9,1.0,5.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
6571,835.0,0.93,0.99,t,t,t,t,49,2,1.0,2.0,,Entire home/apt,Yau Tsim Mong,
6572,869.0,0.93,0.99,t,t,t,t,49,3,1.0,3.0,,Entire home/apt,Yau Tsim Mong,
6573,1158.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,,Entire home/apt,Central & Western,
6574,1117.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,,Entire home/apt,Central & Western,
6575,1267.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,4.75,Entire home/apt,Central & Western,"[4,5]"
6576,1408.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,,Entire home/apt,Central & Western,
6577,850.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
6578,1418.0,0.93,0.99,t,t,t,t,49,2,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
6579,1131.0,0.98,1.0,t,t,t,f,67,6,1.0,3.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6580,906.0,0.33,1.0,f,t,t,f,1,2,1.0,1.0,,Entire home/apt,Wan Chai,
6581,648.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
6582,816.0,0.93,0.99,t,t,t,t,49,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
6583,835.0,0.93,0.99,t,t,t,t,49,2,1.0,2.0,,Entire home/apt,Yau Tsim Mong,
6584,920.25,1.0,0.97,f,t,t,t,39,14,2.0,4.0,3.0,Entire home/apt,Kwun Tong,"[2,3]"
6585,960.0,0.73,0.97,f,t,t,t,50,2,1.0,1.0,,Entire home/apt,Southern,
6586,920.25,1.0,1.0,f,t,t,t,4,6,2.0,4.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
6587,920.25,0.95,1.0,f,t,t,f,1,7,1.0,5.0,4.5,Entire home/apt,Wan Chai,"[4,5]"
6588,400.0,0.68,1.0,t,t,t,f,61,2,1.0,1.0,,Private room,Central & Western,
6590,1200.0,1.0,1.0,f,t,t,f,1,4,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
